YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M,WD50M,T2MWET,T2M,QV2M,RH2M,PRECTOTCORR
2020,8,9,19,94.76,3.08,273.63,5.99,274.49,21.17,21.8,16.05,92.81,0.21
2020,8,9,20,94.82,3,267.17,5.79,268.45,20.9,21.46,15.87,93.75,0.14
2020,8,9,21,94.86,3.25,262.12,5.95,264.42,20.79,21.29,15.81,94.44,0.14
2020,8,9,22,94.85,3.32,258.06,5.87,260.81,20.74,21.18,15.87,95.12,0.16
2020,8,9,23,94.81,3.42,252.72,5.87,255.28,20.74,21.11,15.87,95.69,0.19
2020,8,10,0,94.76,3.48,247.86,5.83,249.77,20.74,21.03,15.99,96.62,0.22
2020,8,10,1,94.69,3.59,247.5,5.87,248.86,20.78,21.01,16.05,97.38,0.25
2020,8,10,2,94.65,3.52,248.91,5.73,249.98,20.89,21.07,16.24,97.69,0.27
2020,8,10,3,94.63,3.24,249.56,5.48,250.69,20.95,21.11,16.3,98.12,0.23
2020,8,10,4,94.65,3.13,248.17,5.59,250.04,21.01,21.15,16.42,98.31,0.18
2020,8,10,5,94.69,2.82,244.22,5.27,246.32,21.07,21.18,16.48,98.69,0.17
2020,8,10,6,94.73,3.2,239.37,4.86,239.68,21.76,22.01,17.03,96.88,0.14
2020,8,10,7,94.78,4,229.84,5.15,230.66,22.58,23.01,17.7,94.75,0.13
2020,8,10,8,94.82,5.48,230.61,7.02,232.37,23.18,23.95,18.01,91.06,0.04
2020,8,10,9,94.84,6.88,236.58,8.84,238.38,23.52,24.73,17.88,86.38,0.04
2020,8,10,10,94.81,7.87,243.84,10.05,245.39,23.58,25.2,17.52,82.31,0.04
2020,8,10,11,94.76,8.2,250.53,10.39,251.96,23.68,25.57,17.33,79.75,0.05
2020,8,10,12,94.68,8,255.11,10.13,256.57,23.87,26.01,17.33,77.56,0.06
2020,8,10,13,94.62,7.61,256.59,9.63,257.97,23.81,26.04,17.15,76.56,0.06
2020,8,10,14,94.58,7.26,254.9,9.22,256.28,23.65,25.79,17.09,77.38,0.06
2020,8,10,15,94.59,6.81,252.44,8.67,253.57,23.4,25.19,17.21,80.69,0.07
2020,8,10,16,94.61,6.06,248.93,7.75,249.78,23.15,24.38,17.46,86.06,0.07
2020,8,10,17,94.68,5.38,246.38,7.43,247.56,22.71,23.43,17.52,91.56,0.07
2020,8,10,18,94.73,5.27,247.62,7.64,248.92,22.27,22.71,17.33,94.69,0.05
2020,8,10,19,94.76,5.36,252.28,7.79,253.64,22.11,22.48,17.27,95.44,0.04
2020,8,10,20,94.81,5.07,257.1,7.52,258.49,22.02,22.4,17.15,95.5,0.04
2020,8,10,21,94.86,4.62,260.55,7.04,261.96,21.96,22.32,17.09,95.69,0.05
2020,8,10,22,94.85,4.11,261.15,6.45,262.69,21.88,22.18,17.09,96.38,0.05
2020,8,10,23,94.82,3.72,261.17,6.02,262.76,21.78,22.01,17.03,97.06,0.06
2020,8,11,0,94.75,3.47,260.81,5.7,262.44,21.68,21.88,16.97,97.44,0.06
2020,8,11,1,94.67,3.27,260.38,5.52,261.87,21.57,21.76,16.91,97.69,0.06
2020,8,11,2,94.63,3,259.33,5.38,261.48,21.47,21.64,16.85,97.94,0.06
2020,8,11,3,94.63,2.83,256.92,5.27,259.67,21.4,21.54,16.78,98.19,0.06
2020,8,11,4,94.66,2.81,254.38,5.28,257.09,21.38,21.52,16.72,98.19,0.05
2020,8,11,5,94.72,2.91,250.88,5.41,253.55,21.38,21.51,16.72,98.25,0.04
2020,8,11,6,94.8,3.79,250.48,5.35,252.15,21.99,22.33,17.15,95.88,0.03
2020,8,11,7,94.9,4.84,257.89,6.17,260.6,22.62,23.3,17.46,91.88,0.02
2020,8,11,8,94.96,5.75,265.4,7.09,267.03,23.27,24.6,17.46,85.19,0.08
2020,8,11,9,94.97,6.07,266.53,7.35,268.05,23.98,25.96,17.52,78.81,0.06
2020,8,11,10,94.96,6.16,265.85,7.37,267.45,24.42,26.84,17.52,74.88,0.05
2020,8,11,11,94.91,6.19,264.35,7.39,265.94,24.56,27.15,17.52,73.31,0.09
2020,8,11,12,94.83,6.19,263.04,7.43,264.51,24.49,27.06,17.46,73.56,0.17
2020,8,11,13,94.75,6.18,262.15,7.49,263.53,24.33,26.76,17.46,74.75,0.34
2020,8,11,14,94.7,6.15,261.16,7.56,262.46,24.11,26.35,17.4,76.38,0.39
2020,8,11,15,94.7,6.09,260.25,7.58,261.46,23.89,25.94,17.4,78.06,0.43
2020,8,11,16,94.73,5.65,259.33,7.15,260.06,23.51,25.24,17.33,81.25,0.5
2020,8,11,17,94.8,4.29,255.46,6.15,256.03,22.98,24.01,17.52,88.31,0.64
2020,8,11,18,94.87,3.43,251.28,6.01,253.24,22.24,22.69,17.27,94.62,0.56
2020,8,11,19,94.95,3.54,249.56,5.88,251.08,21.97,22.3,17.09,96,0.6
2020,8,11,20,95.04,3.6,248.89,5.76,249.53,21.83,22.11,17.03,96.56,0.53
2020,8,11,21,95.09,3.38,249.55,5.43,249.9,21.76,22.02,16.97,96.88,0.52
2020,8,11,22,95.09,2.95,248.59,4.96,249.45,21.73,21.94,16.97,97.38,0.53
2020,8,11,23,95.01,3.39,250.6,5.59,252,21.76,21.98,17.03,97.38,0.49
2020,8,12,0,94.9,3.89,252.95,6.27,254.39,21.8,22.01,17.03,97.19,0.54
2020,8,12,1,94.82,4.06,253.24,6.49,254.49,21.81,22.04,17.09,97.12,0.5
2020,8,12,2,94.77,4.11,253.11,6.64,254.64,21.83,22.05,17.09,97.12,0.36
2020,8,12,3,94.75,4.56,257.54,7.17,258.81,21.89,22.14,17.15,96.88,0.32
2020,8,12,4,94.77,4.41,258.87,7.07,260.14,21.85,22.12,17.09,96.69,0.2
2020,8,12,5,94.83,4.09,257.64,6.77,259.22,21.8,22.07,17.03,96.69,0.19
2020,8,12,6,94.91,4.47,254.92,6.46,256.5,22.2,22.58,17.33,95.5,0.18
2020,8,12,7,95,5.1,252.9,6.55,254.94,22.84,23.43,17.76,93.06,0.18
2020,8,12,8,95.06,6.03,258.11,7.62,260.44,23.37,24.44,17.82,87.75,0.01
2020,8,12,9,95.07,6.63,262.15,8.21,264.21,23.82,25.53,17.64,81.44,0.01
2020,8,12,10,95.04,6.77,263.64,8.3,265.73,24.28,26.41,17.64,77.44,0.01
2020,8,12,11,94.97,6.81,264.73,8.28,266.81,24.58,26.98,17.76,75.19,0.01
2020,8,12,12,94.89,6.84,265.94,8.33,267.96,24.55,27.03,17.64,74.38,0.01
2020,8,12,13,94.81,6.74,267.07,8.25,268.91,24.36,26.83,17.46,74.44,0.01
2020,8,12,14,94.75,6.3,267.51,7.8,269.2,24.11,26.46,17.33,75.5,0.01
2020,8,12,15,94.75,5.72,266.4,7.21,268.01,23.86,26.01,17.21,77.19,0.01
2020,8,12,16,94.78,4.81,261.21,6.19,261.95,23.54,25.26,17.33,81.25,0.01
2020,8,12,17,94.83,3.52,252.17,5.39,253.06,23.12,24.12,17.7,88.69,0.01
2020,8,12,18,94.9,3.08,247.6,5.49,249.42,22.53,23.05,17.52,93.81,0.01
2020,8,12,19,94.98,3.19,246.51,5.37,248.03,22.28,22.67,17.4,95.25,0.01
2020,8,12,20,95.07,3.09,245.7,4.99,246.88,22.1,22.39,17.27,96.5,0
2020,8,12,21,95.11,3.12,248.25,4.91,248.91,22.01,22.26,17.21,96.88,0
2020,8,12,22,95.09,3.24,252.61,5.18,253.26,21.89,22.14,17.09,96.88,0
2020,8,12,23,95.03,3.53,257.22,5.49,257.43,21.75,22.02,16.97,96.69,0.01
2020,8,13,0,94.92,3.6,259.76,5.59,259.77,21.65,21.88,16.85,97.06,0.01
2020,8,13,1,94.82,3.58,262.47,5.65,262.53,21.56,21.79,16.85,97.12,0.01
2020,8,13,2,94.76,3.45,263.37,5.64,263.71,21.48,21.7,16.72,97.19,0.01
2020,8,13,3,94.74,3.39,263.25,5.61,263.52,21.4,21.62,16.66,97.25,0.01
2020,8,13,4,94.75,3.23,261.22,5.5,261.5,21.34,21.55,16.6,97.31,0.01
2020,8,13,5,94.78,2.94,257.11,5.3,257.75,21.26,21.45,16.54,97.62,0.01
2020,8,13,6,94.84,3.67,254.93,5.2,255.92,21.78,22.18,16.85,95.19,0.01
2020,8,13,7,94.91,4.44,259.14,5.68,261.15,22.34,23.14,17.03,90.69,0.01
2020,8,13,8,94.94,4.98,262.98,6.18,264.78,22.88,24.12,17.15,86.06,0.19
2020,8,13,9,94.93,5.18,264.12,6.3,265.95,23.46,25.02,17.4,82.81,0.26
2020,8,13,10,94.9,5.23,266.49,6.28,268.58,24,25.87,17.64,79.75,0.39
2020,8,13,11,94.83,5.38,267.59,6.42,269.79,24.36,26.46,17.82,77.69,0.5
2020,8,13,12,94.72,5.58,266.39,6.68,268.53,24.45,26.62,17.88,77.19,0.66
2020,8,13,13,94.63,5.56,265.16,6.7,267.26,24.4,26.54,17.88,77.44,0.6
2020,8,13,14,94.57,5.45,265.15,6.62,267.09,24.3,26.4,17.82,77.81,0.58
2020,8,13,15,94.56,5.17,265.41,6.37,267.05,24.11,26.1,17.7,78.75,0.45
2020,8,13,16,94.57,4.55,262.01,5.73,263.03,23.79,25.37,17.82,82.69,0.41
2020,8,13,17,94.61,3.29,251.57,4.89,252.35,23.34,24.19,18.13,90.12,0.29
2020,8,13,18,94.66,2.89,243.3,5.14,245.66,22.62,22.95,17.88,95.88,0.2
2020,8,13,19,94.73,3.04,239.74,5.17,242.08,22.34,22.57,17.64,97.19,0.15
2020,8,13,20,94.8,3.04,239.54,5.05,241.26,22.19,22.4,17.52,97.44,0.12
2020,8,13,21,94.85,2.96,243.37,5.04,245.26,22.04,22.24,17.33,97.44,0.11
2020,8,13,22,94.85,3.04,249.1,5.08,249.87,21.88,22.08,17.21,97.5,0.17
2020,8,13,23,94.78,3.25,252.83,5.51,253.7,21.74,21.96,17.03,97.31,0.19
2020,8,14,0,94.72,3.36,255.32,5.57,256.04,21.63,21.84,16.91,97.31,0.24
2020,8,14,1,94.66,3.02,255.32,5.13,255.9,21.5,21.7,16.85,97.5,0.24
2020,8,14,2,94.62,2.94,256,5.25,256.85,21.38,21.58,16.72,97.5,0.22
2020,8,14,3,94.6,2.97,257.83,5.3,258.36,21.29,21.49,16.6,97.5,0.21
2020,8,14,4,94.62,2.81,257.97,5.22,258.44,21.19,21.39,16.54,97.56,0.18
2020,8,14,5,94.66,2.68,257.54,5.12,257.94,21.12,21.3,16.42,97.69,0.15
2020,8,14,6,94.72,3.43,256.57,4.91,257.14,21.68,22.01,16.85,96,0.14
2020,8,14,7,94.8,4.24,259.48,5.35,260.76,22.35,22.93,17.27,93.06,0.12
2020,8,14,8,94.84,5.1,262.08,6.28,263.07,22.88,23.94,17.33,88.06,0.07
2020,8,14,9,94.85,5.62,261.36,6.82,262.36,23.44,25.02,17.4,82.62,0.09
2020,8,14,10,94.8,5.97,261.19,7.21,262.47,23.88,25.88,17.4,78.69,0.08
2020,8,14,11,94.73,6.22,261.63,7.51,263.01,24.12,26.36,17.46,76.56,0.1
2020,8,14,12,94.63,6.42,261.67,7.78,263.02,24.15,26.45,17.46,76,0.1
2020,8,14,13,94.54,6.53,261.74,8,263.05,23.96,26.22,17.27,76.25,0.07
2020,8,14,14,94.48,6.39,261.28,7.94,262.54,23.67,25.8,17.09,77.31,0.04
2020,8,14,15,94.46,5.89,260.23,7.47,261.45,23.32,25.26,16.97,79.12,0.03
2020,8,14,16,94.5,4.95,257.87,6.42,258.7,22.93,24.51,16.91,82.69,0.05
2020,8,14,17,94.55,3.56,251.33,5.48,251.8,22.44,23.4,17.03,88.94,0.05
2020,8,14,18,94.61,2.84,245.77,5.3,246.65,21.75,22.19,16.85,94.62,0.02
2020,8,14,19,94.69,2.81,243.93,5.22,245.24,21.46,21.78,16.66,96.06,0.02
2020,8,14,20,94.78,2.71,243.29,4.99,243.6,21.28,21.55,16.48,96.62,0.02
2020,8,14,21,94.83,2.63,242.98,4.91,242.7,21.11,21.34,16.36,97.12,0.03
2020,8,14,22,94.82,2.45,246.71,4.8,246.48,20.91,21.08,16.24,97.81,0.04
2020,8,14,23,94.75,2.61,249.89,4.88,248.69,20.77,20.92,16.11,98.12,0.06
2020,8,15,0,94.66,2.52,242.32,4.78,242.01,20.67,20.8,16.05,98.5,0.08
2020,8,15,1,94.6,2.51,234.88,4.82,235.3,20.59,20.71,15.99,98.56,0.1
2020,8,15,2,94.54,2.75,232.74,5.12,233.88,20.55,20.66,15.93,98.56,0.11
2020,8,15,3,94.51,2.96,232.19,5.31,233.97,20.56,20.68,15.93,98.44,0.11
2020,8,15,4,94.54,3.05,231.55,5.39,233.84,20.58,20.69,15.99,98.56,0.1
2020,8,15,5,94.59,3.36,235.13,6.02,238.14,20.68,20.8,16.05,98.44,0.1
2020,8,15,6,94.67,4.49,240.27,6.29,240.44,21.52,21.85,16.72,95.94,0.1
2020,8,15,7,94.75,5.27,243.47,6.77,244.74,22.39,23.03,17.27,92.44,0.12
2020,8,15,8,94.79,6.09,251.38,7.62,252.88,23.13,24.48,17.33,84.94,0.01
2020,8,15,9,94.79,6.36,255.57,7.87,257.09,23.67,25.67,17.21,78.62,0.01
2020,8,15,10,94.77,6.42,255.12,7.89,256.9,24.06,26.32,17.33,76.25,0.01
2020,8,15,11,94.71,6.55,253.88,8.06,255.63,24.26,26.6,17.46,75.56,0.02
2020,8,15,12,94.64,6.65,253.56,8.19,255.2,24.31,26.63,17.58,75.75,0.02
2020,8,15,13,94.6,6.56,253.9,8.1,255.43,24.2,26.51,17.46,75.81,0.02
2020,8,15,14,94.59,6.36,254.04,7.94,255.42,23.97,26.2,17.33,76.5,0.02
2020,8,15,15,94.59,6.12,253.83,7.81,254.75,23.6,25.58,17.21,78.81,0.02
2020,8,15,16,94.62,5.27,252.05,6.95,252.46,23.29,24.75,17.4,83.88,0.03
2020,8,15,17,94.68,4.23,249.22,6.34,250.05,22.86,23.7,17.58,90.31,0.02
2020,8,15,18,94.75,3.73,249.89,6.12,250.85,22.35,22.82,17.46,94.5,0.02
2020,8,15,19,94.82,3.67,250.6,5.9,251.09,22.13,22.49,17.27,95.69,0.01
2020,8,15,20,94.89,3.01,246.1,5.16,246.89,21.94,22.2,17.21,96.94,0.01
2020,8,15,21,94.94,2.64,240.93,4.85,242.57,21.8,22.01,17.09,97.44,0.01
2020,8,15,22,94.92,2.59,240.58,4.86,242.24,21.68,21.87,16.97,97.5,0.01
2020,8,15,23,94.87,2.52,242.08,4.89,243.93,21.51,21.68,16.85,97.94,0.01
2020,8,16,0,94.8,2.41,245.85,4.81,247.18,21.33,21.45,16.72,98.44,0.01
2020,8,16,1,94.73,2.17,248.24,4.46,248.83,21.18,21.25,16.6,99,0.01
2020,8,16,2,94.68,2.18,250.98,4.46,250.99,21.08,21.15,16.48,99.06,0.01
2020,8,16,3,94.67,2.33,253.02,4.62,252.48,21.03,21.12,16.48,98.88,0.01
2020,8,16,4,94.67,2.49,253.78,4.78,252.69,20.98,21.08,16.42,98.81,0.01
2020,8,16,5,94.69,2.5,252.75,4.79,251.36,20.95,21.06,16.36,98.62,0.01
2020,8,16,6,94.75,3.07,250.96,4.34,250.75,21.54,21.87,16.72,96.06,0.01
2020,8,16,7,94.81,4.15,257.82,5.35,260.33,22.34,23.08,17.09,91.38,0.01
2020,8,16,8,94.84,5.25,263.42,6.59,265.11,23.15,24.51,17.33,84.94,0.11
2020,8,16,9,94.85,5.84,263.39,7.18,264.95,23.78,25.65,17.46,79.81,0.12
2020,8,16,10,94.82,6.21,261.83,7.61,263.33,24.14,26.3,17.52,77.12,0.11
2020,8,16,11,94.75,6.43,260.49,7.88,261.97,24.3,26.62,17.58,75.81,0.1
2020,8,16,12,94.67,6.56,259.51,8.06,261.19,24.48,26.92,17.58,74.62,0.1
2020,8,16,13,94.6,6.67,259.55,8.22,261.25,24.47,26.98,17.52,74,0.1
2020,8,16,14,94.55,6.59,259.96,8.21,261.41,24.24,26.65,17.4,74.88,0.08
2020,8,16,15,94.55,6.03,259.02,7.65,260.36,23.91,26.03,17.4,77.56,0.06
2020,8,16,16,94.6,5.15,257.21,6.64,258.39,23.58,25.28,17.46,81.5,0.05
2020,8,16,17,94.67,3.77,252.88,5.53,253.41,23.09,24.15,17.58,87.94,0.06
2020,8,16,18,94.73,2.84,250.57,5.33,251.72,22.31,22.77,17.4,94.44,0.03
2020,8,16,19,94.78,3.12,253.29,5.37,253.44,22.03,22.37,17.21,95.88,0.02
2020,8,16,20,94.8,3.43,255.36,5.48,254.69,21.83,22.12,17.03,96.44,0.02
2020,8,16,21,94.81,3.44,254.45,5.35,253.79,21.63,21.88,16.85,96.88,0.02
2020,8,16,22,94.78,3.51,253.86,5.5,254.01,21.51,21.75,16.78,97.06,0.04
2020,8,16,23,94.7,3.63,255.43,5.69,255.85,21.43,21.68,16.72,97,0.05
2020,8,17,0,94.64,3.49,255.62,5.59,256.26,21.36,21.59,16.6,97.06,0.07
2020,8,17,1,94.6,3.13,253.6,5.26,254.5,21.25,21.48,16.54,97.25,0.09
2020,8,17,2,94.58,2.59,250.09,4.82,251.3,21.12,21.3,16.42,97.62,0.09
2020,8,17,3,94.61,2.26,247.43,4.62,248.56,20.96,21.1,16.36,98.19,0.12
2020,8,17,4,94.65,1.99,243.43,4.25,244.52,20.83,20.92,16.24,98.81,0.13
2020,8,17,5,94.71,1.88,240.88,4.06,241.91,20.79,20.87,16.17,98.88,0.16
2020,8,17,6,94.77,2.61,240.6,3.8,241.01,21.69,22.05,16.85,95.69,0.2
2020,8,17,7,94.82,3.81,251.83,4.84,254.26,22.58,23.41,17.27,90.56,0.21
2020,8,17,8,94.84,4.94,259.7,6.07,261.04,23.41,25.05,17.27,82,0.09
2020,8,17,9,94.84,5.59,261.89,6.76,263.5,24.07,26.49,17.21,74.88,0.08
2020,8,17,10,94.78,6.07,262.6,7.25,264.56,24.65,27.48,17.4,71.38,0.08
2020,8,17,11,94.69,6.46,262.43,7.69,264.58,25.11,28.17,17.64,69.5,0.07
2020,8,17,12,94.6,6.57,262.27,7.82,264.61,25.32,28.41,17.82,69.25,0.08
2020,8,17,13,94.53,6.47,261.46,7.75,263.92,25.3,28.37,17.82,69.38,0.09
2020,8,17,14,94.49,6.27,260.82,7.59,263.09,25.05,27.94,17.76,70.88,0.12
2020,8,17,15,94.48,6.02,260.75,7.42,262.74,24.75,27.37,17.76,73.12,0.17
2020,8,17,16,94.51,5.4,259.32,6.83,260.45,24.28,26.37,17.82,77.88,0.2
2020,8,17,17,94.58,3.89,254.26,5.66,254.62,23.69,24.89,18.13,86.44,0.14
2020,8,17,18,94.66,2.97,250.18,5.38,252.41,22.9,23.43,18.01,93.88,0.07
2020,8,17,19,94.74,3.02,250.02,5.11,252.09,22.56,22.88,17.82,96.06,0.04
2020,8,17,20,94.79,3.25,252.79,5.22,254.11,22.3,22.55,17.58,96.88,0.04
2020,8,17,21,94.83,3.11,255.89,5.03,256.63,22.1,22.33,17.4,97.19,0.04
2020,8,17,22,94.83,2.84,258.41,4.83,258.71,21.92,22.14,17.21,97.38,0.05
2020,8,17,23,94.79,2.66,259.35,4.73,259.14,21.74,21.94,17.03,97.62,0.05
2020,8,18,0,94.72,2.56,258.9,4.73,258.65,21.56,21.73,16.91,97.88,0.06
2020,8,18,1,94.68,2.29,253.54,4.48,253.78,21.39,21.51,16.78,98.5,0.07
2020,8,18,2,94.65,2.23,251.18,4.57,251.97,21.28,21.37,16.72,98.81,0.07
2020,8,18,3,94.66,2.35,254.76,4.85,255.63,21.19,21.28,16.6,98.81,0.07
2020,8,18,4,94.69,2.32,255.54,4.83,256.26,21.1,21.19,16.54,98.88,0.07
2020,8,18,5,94.73,2.24,253.15,4.7,254.07,21.02,21.1,16.42,99,0.07
2020,8,18,6,94.78,3.1,251.66,4.37,251.99,21.87,22.21,17.03,95.88,0.06
2020,8,18,7,94.85,4.13,256.23,5.18,257.64,22.76,23.55,17.52,90.88,0.05
2020,8,18,8,94.9,4.92,261.6,5.99,263.11,23.69,25.27,17.64,82.62,0.1
2020,8,18,9,94.9,5.41,263.94,6.49,265.58,24.51,26.82,17.76,75.88,0.14
2020,8,18,10,94.84,5.76,263.07,6.88,264.85,25.04,27.72,17.94,72.62,0.18
2020,8,18,11,94.76,5.99,261.23,7.17,263.3,25.28,28.15,18.01,71.12,0.24
2020,8,18,12,94.66,6.28,260.33,7.49,262.63,25.51,28.52,18.13,69.94,0.24
2020,8,18,13,94.56,6.52,260.9,7.8,263.22,25.52,28.63,18.07,69.12,0.28
2020,8,18,14,94.5,6.68,259.62,8.07,261.71,25.27,28.23,17.94,70.38,0.26
2020,8,18,15,94.48,6.37,258.32,7.9,259.75,24.69,27.08,17.94,75.12,0.24
2020,8,18,16,94.52,5.5,256.77,6.95,257.6,24.19,25.93,18.07,81.12,0.22
2020,8,18,17,94.59,4.05,253.07,5.58,253.49,23.67,24.69,18.31,88.44,0.2
2020,8,18,18,94.67,3.02,250.07,5.24,251.57,22.96,23.4,18.13,94.81,0.14
2020,8,18,19,94.75,2.85,249.83,4.79,250.86,22.69,22.97,17.94,96.5,0.16
2020,8,18,20,94.83,2.73,250.58,4.62,251.14,22.47,22.69,17.76,97.19,0.13
2020,8,18,21,94.88,2.6,254.67,4.47,254.19,22.3,22.49,17.64,97.5,0.09
2020,8,18,22,94.86,2.68,259.25,4.57,257.56,22.11,22.29,17.46,97.69,0.08
2020,8,18,23,94.79,2.78,258.34,4.71,256.77,21.91,22.09,17.27,97.81,0.14
2020,8,19,0,94.7,2.98,256.36,5.02,256.03,21.73,21.92,17.09,97.69,0.2
2020,8,19,1,94.62,3.1,256.28,4.99,256.05,21.63,21.84,16.97,97.44,0.2
2020,8,19,2,94.58,2.96,259.82,4.89,259.5,21.54,21.76,16.85,97.38,0.12
2020,8,19,3,94.56,2.78,264.67,4.74,263.75,21.44,21.63,16.78,97.56,0.09
2020,8,19,4,94.57,2.51,269.29,4.57,267.94,21.3,21.49,16.66,97.69,0.06
2020,8,19,5,94.61,2.22,273.02,4.28,271.46,21.19,21.34,16.54,97.94,0.04
2020,8,19,6,94.66,2.56,272.8,3.76,272.26,21.62,21.92,16.85,96.38,0.03
2020,8,19,7,94.72,3.23,274.02,4.1,276.45,22.19,22.8,17.15,92.94,0.02
2020,8,19,8,94.76,4.08,279.91,5.09,282.67,22.81,23.95,17.21,87.06,0
2020,8,19,9,94.76,4.54,279.11,5.52,281.44,23.45,25.22,17.21,80.81,0
2020,8,19,10,94.74,4.68,276.9,5.62,279.28,24.09,26.37,17.4,76.12,0
2020,8,19,11,94.67,4.8,272.24,5.73,274.69,24.48,27.05,17.46,73.5,0.01
2020,8,19,12,94.57,4.83,267.31,5.77,269.69,24.63,27.31,17.52,72.62,0.01
2020,8,19,13,94.49,4.77,262.94,5.69,265.43,24.69,27.36,17.64,72.69,0.01
2020,8,19,14,94.45,4.77,259.91,5.79,262.09,24.56,27.07,17.64,74.06,0.01
2020,8,19,15,94.46,4.65,257.97,5.79,259.58,24.29,26.48,17.7,77,0
2020,8,19,16,94.51,4.06,254.71,5.28,255.43,23.94,25.6,17.88,81.88,0.01
2020,8,19,17,94.57,3,249.86,4.69,250.15,23.45,24.41,18.13,89.06,0.01
2020,8,19,18,94.63,2.7,249.15,4.98,250.65,22.83,23.31,17.94,94.19,0.01
2020,8,19,19,94.7,2.64,252.1,4.75,253.65,22.49,22.85,17.7,95.62,0.01
2020,8,19,20,94.76,2.7,254.72,4.7,255.48,22.22,22.51,17.46,96.5,0.01
2020,8,19,21,94.78,2.85,254.44,4.68,254.71,22.01,22.28,17.27,96.69,0.01
2020,8,19,22,94.76,2.99,254.88,4.69,254.55,21.82,22.08,17.09,96.81,0.01
2020,8,19,23,94.7,3,256,4.68,255.71,21.65,21.9,16.91,96.88,0.01
2020,8,20,0,94.63,2.86,256.72,4.53,256.23,21.51,21.75,16.78,97.12,0.01
2020,8,20,1,94.55,2.74,259.49,4.48,258.83,21.43,21.64,16.72,97.38,0.01
2020,8,20,2,94.5,2.66,261.04,4.38,259.83,21.38,21.6,16.72,97.31,0.01
2020,8,20,3,94.49,2.52,262.52,4.23,261.39,21.4,21.62,16.72,97.31,0.01
2020,8,20,4,94.52,2.22,263.75,3.99,262.23,21.4,21.6,16.72,97.5,0.01
2020,8,20,5,94.56,2.15,261.63,3.97,260.02,21.4,21.58,16.72,97.69,0.02
2020,8,20,6,94.62,2.67,259.05,3.86,257.96,21.8,22.16,16.97,95.69,0.02
2020,8,20,7,94.72,3.18,259.68,4.05,261.68,22.36,23.04,17.21,92,0.03
2020,8,20,8,94.78,4.02,264.2,5.01,267.05,22.89,24.09,17.21,86.5,0.01
2020,8,20,9,94.78,4.82,264.97,5.91,267.27,23.39,25.08,17.27,81.69,0.01
2020,8,20,10,94.73,5.19,265.08,6.34,267.25,23.9,25.93,17.46,78.44,0.01
2020,8,20,11,94.68,5.23,265.55,6.4,267.69,24.23,26.44,17.58,76.69,0.01
2020,8,20,12,94.61,5.19,265.08,6.38,267.26,24.33,26.58,17.7,76.44,0.03
2020,8,20,13,94.56,5,264.17,6.22,266.26,24.25,26.41,17.7,77.19,0.06
2020,8,20,14,94.53,4.62,261.54,5.81,263.21,24.05,26.01,17.7,79,0.05
2020,8,20,15,94.54,4.29,255.76,5.4,256.87,23.85,25.51,17.82,82,0.03
2020,8,20,16,94.55,3.91,249.65,5.06,250.25,23.63,24.87,18.01,86.12,0.02
2020,8,20,17,94.59,2.99,243.77,4.71,244.79,23.22,23.92,18.13,91.88,0.02
2020,8,20,18,94.65,2.6,244.36,4.71,246.75,22.62,22.99,17.82,95.62,0.01
2020,8,20,19,94.73,2.6,250.15,4.67,252.69,22.32,22.61,17.58,96.44,0.01
2020,8,20,20,94.8,2.47,252.54,4.37,254.35,22.08,22.32,17.33,97,0
2020,8,20,21,94.86,2.4,250.03,4.2,251.09,21.89,22.12,17.15,97.06,0
2020,8,20,22,94.85,2.4,248.37,4.2,249.74,21.71,21.91,16.97,97.31,0
2020,8,20,23,94.82,2.3,250.15,4.17,251.53,21.57,21.74,16.85,97.75,0
2020,8,21,0,94.76,2.17,253.91,4.15,254.74,21.48,21.62,16.85,98.31,0
2020,8,21,1,94.7,2.08,259.16,4.16,259.28,21.41,21.5,16.85,98.88,0
2020,8,21,2,94.66,1.87,265.93,3.92,265.43,21.3,21.32,16.78,99.62,0
2020,8,21,3,94.66,1.68,265.99,3.56,265.85,21.17,21.16,16.72,100,0
2020,8,21,4,94.7,1.52,259.04,3.25,259.47,21.05,21,16.6,100,0
2020,8,21,5,94.76,1.5,253.07,3.18,253.61,20.94,20.87,16.48,100,0
2020,8,21,6,94.82,2.19,253.63,3.17,252.5,21.73,22.07,16.91,95.88,0.01
2020,8,21,7,94.89,3.11,259.73,3.84,262.4,22.56,23.52,17.09,88.94,0
2020,8,21,8,94.94,3.76,267.02,4.53,269.9,23.31,25.19,16.91,79.69,0
2020,8,21,9,94.95,3.93,269.66,4.65,272.79,24.09,26.79,16.91,72.44,0
2020,8,21,10,94.91,3.94,268.18,4.56,271.38,24.9,28.1,17.21,68.38,0
2020,8,21,11,94.83,4.2,263.81,4.78,266.91,25.49,28.97,17.58,66.19,0
2020,8,21,12,94.74,4.64,260.51,5.26,263.18,25.72,29.3,17.7,65.5,0
2020,8,21,13,94.66,5,258.74,5.73,261.22,25.65,29.15,17.76,66.06,0
2020,8,21,14,94.63,5.11,257.83,5.97,260.06,25.35,28.62,17.7,67.81,0
2020,8,21,15,94.63,4.85,257.26,5.86,259.17,24.93,27.85,17.58,70.62,0
2020,8,21,16,94.66,4.29,255.33,5.47,256.28,24.44,26.73,17.76,76,0
